"pixel_idx","AOD"
123,0.113521323044552
126,0.12203645324189
129,0.114484573066875
132,0.125118853313325
135,0.131746013466909
138,0.138334643619601
141,0.151935733934806
144,0.218168805469759
147,0.246141586118028
150,0.29804149732081
153,0.59029155409371
156,0.478438961501524
159,0.392131759501353
162,0.309677557590476
165,0.495738931902451
168,0.546444413077552
171,0.601657904357126
174,0.659414375695633
177,0.586631204008881
180,0.553919233250781
303,0.117913743146346
306,0.124617963301716
309,0.124348253295466
312,0.130281873432978
315,0.150394533899089
318,0.17023748435895
321,0.180139694588433
324,0.302395387421711
327,0.314532337702985
330,0.615104874668759
333,0.573261293699034
336,0.307712527544936
339,0.349710228518234
342,0.535347772820387
345,0.628050954968785
348,0.734971707446675
351,0.812455539242364
354,0.795091352173282
357,0.607244754486601
360,0.584049693949055
483,0.139143773638352
486,0.141070273682999
489,0.124579433300823
492,0.128201253384759
495,0.152744863953558
498,0.192083994865243
501,0.244022436068917
504,0.329803061390218
507,0.337881518244103
510,0.441450160644308
513,0.329404918047658
516,0.403292616426673
519,0.574609843730286
522,0.577769303803507
525,0.677857402789717
528,0.889515541028231
531,0.872408220631769
534,0.787693592001839
537,0.669162465921545
540,0.593219834161573
663,0.131784543467802
666,0.153798017311298
669,0.189887784814346
672,0.207958355233131
675,0.234428465846577
678,0.557515366667455
681,0.644695915354532
684,0.461370171105955
687,0.31984947782621
690,0.248453386171605
693,0.265676296570746
696,0.348451581822398
699,0.454704480951477
702,0.526678522619477
705,0.628744494984858
708,0.871483500610339
711,0.929085851945274
714,0.869377193894858
717,0.785561598619097
720,0.63205807506165
843,0.144961803773185
846,0.196476414967037
849,0.262786546503776
852,0.305901617502968
855,0.389742899445991
858,0.320735667846748
861,0.334606468168204
864,0.294535267239553
867,0.208574835247418
870,0.230691055759962
873,0.220095305514405
876,0.196694751638764
879,0.242673886037664
882,0.293764667221694
885,0.567944153575809
888,0.771498148293176
891,1.06367114506429
894,1.15899436727341
897,1.09495750578935
900,0.715436996993958
1023,0.16407268421608
1026,0.247374546146602
1029,0.255388786332333
1032,0.250765186225181
1035,0.304707187475287
1038,0.312182007648516
1041,0.192777534881316
1044,0.175323444476817
1047,0.179407624571468
1050,0.224140955608163
1053,0.251343136238575
1056,0.328094898017298
1059,0.345780168427154
1062,0.464914931188105
1065,0.763984798119054
1068,0.851602020149585
1071,1.29095962033171
1074,1.30579367067548
1077,1.30833665073442
1080,0.880653640822857
1203,0.155673144021421
1206,0.145192983778543
1209,0.144961803773185
1212,0.153399873968738
1215,0.141494103692821
1218,0.145886523794616
1221,0.146425943807117
1224,0.166050557595251
1227,0.203835645137588
1230,0.224256545610842
1233,0.236008195883187
1236,0.335068828178919
1239,0.839272419863846
1242,0.792574058781611
1245,0.970698252909642
1248,1.23736438908963
1251,1.32613751114695
1254,1.33654061138805
1257,1.40897701306676
1260,1.19852614818956
1383,0.13517518354638
1386,0.134674293534772
1389,0.134635763533879
1392,0.146811243816046
1395,0.134443113529414
1398,0.144037083751755
1401,0.16892746432859
1404,0.175053734470566
1407,0.19716995498311
1410,0.248491916172497
1413,0.347706668471801
1416,0.782941558558377
1419,1.49262564500532
1422,1.67683757927443
1425,1.46900675445795
1428,1.25894118958968
1431,1.31199700081925
1434,1.41787744327303
1437,1.50237373523123
1440,1.35649915185058
1563,0.125504153322254
1566,0.136099903567811
1569,0.128856263399939
1572,0.133633983510663
1575,0.139798783653532
1578,0.155827264024992
1581,0.17628669449914
1584,0.178714084555395
1587,0.269606356661825
1590,0.558311653352575
1593,1.0317939909922
1596,0.999903993586486
1599,1.76237418125675
1602,1.53832222606434
1605,1.36455192203721
1608,1.09495750578935
1611,1.31962594099605
1614,1.38111982242117
1617,0.483788661418657
1620,0
1743,0.129780983421369
1746,0.134597233532986
1749,0.131746013466909
1752,0.157484054063389
1755,0.179484684573254
1758,0.137718163605314
1764,0.205299785171519
1767,0.525869392600725
1770,0.836922089809377
1773,0.787372508661065
1776,0.978327193086443
1779,0.907932881455054
1782,1.26283271967986
1785,0.812763779249508
1788,1.1208881963903
1791,1.24876926935394
1794,1.38400957248814
1797,0
1800,0
1923,0.16276266418572
1926,0.1345201735312
1929,0.143728843744611
1932,0.13163042346423
1935,0.13648520357674
1938,0.157445524062496
1941,0.187229214752733
1944,0.257238226375193
1947,0.5887118240571
1950,0.752926687862782
1953,0.701758846676967
1956,0.702542290028456
1959,0.840813619899563
1962,0.917334201672929
1965,1.04082285453478
1968,1.2032268082985
1971,1.21729025862442
1974,1.29901239051833
1977,0
1980,0
2103,0.134789883537451
2106,0.155519024017849
2109,0.13163042346423
2112,0.131938663471374
2115,0.153245753965166
2118,0.190581324830418
2121,0.204182415145624
2124,0.261515056474309
2127,0.588172404044599
2130,0.751346957826172
2133,0.779705038483371
2136,0.847671960058506
2139,1.20099206824671
2142,1.40870730306051
2145,1.30777154405466
2148,1.41726096325874
2151,1.28972666030313
2154,1.15693943389245
2157,1.25582025951735
2160,0
2283,0.139452013645496
2286,0.125003263310646
2289,0.119377883180277
2292,0.11205718301062
2295,0.134353210193998
2298,0.194896684930427
2301,0.16407268421608
2304,0.326399577978009
2307,0.658682305678667
2310,0.792997888791433
2313,0.857664073623406
2316,1.03007298428565
2319,1.39691712278727
2322,1.5570863364992
2325,1.43721950372128
2328,1.36643989208096
2331,1.35364793178451
2334,1.1928237080574
2337,1.29554469043796
2340,0.417170289874775
2463,0.13386516351602
2466,0.114574476402292
2469,0.124232663292787
2472,0.132670733488339
2475,0.123423533274035
2478,0.133017503496376
2481,0.159526144110714
2484,0.409354669900495
2487,0.541782282969507
2490,0.808872249159322
2493,0.889746721033589
2496,1.11537840626261
2499,1.44951057400613
2502,1.60852388769126
2505,1.50034448851754
2508,1.30317363061476
2511,1.33006757123803
2514,1.3511563250601
2517,1.33519206135679
2520,0
2643,0.125272973316896
2646,0.118106393150811
2649,0.123230883269571
2652,0.138488763623172
2655,0.137910813609778
2658,0.138951123633888
2661,0.191852814859885
2664,0.466070831214893
2667,0.63429281511344
2670,0.762328008080658
2673,0.963955502753379
2676,1.27160471654982
2679,1.58201524707692
2682,1.59530809738499
2685,1.51643718555715
2688,1.44299900385522
2691,0
2694,0
2697,0
2700,0
2823,0.105160312850785
2826,0.11009215296508
2829,0.123153823267785
2832,0.138219053616922
2835,0.144704937100566
2838,0.160797634140181
2841,0.293687607219908
2844,0.438444820574659
2847,0.529105912675732
2850,0.783827748578915
2853,1.01061533383472
2856,1.44036612046087
2859,1.68346473942802
2862,1.5892203572439
2865,1.39109909265244
2868,0
2871,0
2874,0
2877,0
2880,0
3003,0.112095713011513
3006,0.142996773727646
3009,0.130590113440121
3012,0.146965363819618
3015,0.151935733934806
3018,0.227762775692099
3021,0.438560410577338
3024,0.397256249620114
3027,0.45697775100416
3030,0.806714569109317
3033,1.30652574069245
3036,1.70800834999682
3039,1.64470355852973
3042,1.5423293461572
3045,0.225738412036056
3048,0
3051,0
3054,0
3057,0
3060,0.754962807703123
3183,0.140800563676748
3186,0.136408143574954
3189,0.1596032041125
3192,0.184647704692907
3195,0.206995105210808
3198,0.323471297910146
3201,0.383578099303122
3204,0.369784358983452
3207,0.403343989761197
3210,0.863276610420144
3213,1.4261999234659
3216,1.80067300214432
3219,1.62023700796271
3222,1.58101346705371
3225,0
3228,0
3231,0
3234,0.574794533458771
3237,1.7381002806942
3240,0
3363,0.126159163337434
3366,0.15120366391784
3369,0.1307057034428
3372,0.200637655063474
3375,0.286559557054716
3378,0.384348699320981
3381,0.295922347271699
3384,0.386506379370985
3387,0.432909343779708
3390,0.829485799637041
3393,1.72687520710072
3396,1.88212542403198
3399,1.61206864777341
3402,1.53215742592147
3405,0
3408,1.74149092077278
3411,1.58582971716532
3414,2.89662034754292
3417,1.72345888035488
3420,0
3543,0.118376103157061
3546,0.155262157345229
3549,0.152205443941057
3552,0.227878365694778
3555,0.29357201721723
3558,0.303859527455643
3561,0.323047467900324
3564,0.426307870293385
3567,0.493195951843518
3570,1.20877512842708
3573,1.89314500428736
3576,1.92682022506779
3579,1.76869310140319
3582,1.58829563722247
3585,1.46345843432937
3588,1.63892405839579
3594,1.8100743223622
3597,1.8858243041177
3600,1.83249878288188
