"pixel_idx","AOD"
123,0.165768004255369
126,0.170776904371451
129,0.184262404683977
132,0.208767485251883
135,0.213429615359928
138,0.235622895874258
141,0.256120856349298
144,0.30960049758869
147,0.491423571802443
150,0.628705964983965
153,0.577846363805293
156,0.562896723458834
159,0.590522734099068
162,0.663460025789391
165,0.727573947275232
168,0.854453240215662
171,0.979752803119482
174,0.903001041340758
177,0.812686719247722
180,0.672476045998337
303,0.166615664275014
306,0.162415894177684
309,0.176171104496461
312,0.209152785260812
315,0.331986428107484
318,0.340578618306608
321,0.328942558036943
324,0.322225494547941
327,0.482484611595282
330,0.425961100285349
333,0.40245779974066
336,0.590753914104425
339,0.410356449923711
342,0.483101091609569
345,0.521040299155478
348,0.816270009330765
351,1.00487436370167
354,0.988820196662952
357,0.897105951204139
360,0.741483277597581
483,0.168696284323232
486,0.180602054599149
489,0.227993955697457
492,0.519858712461428
495,0.399221279665653
498,0.3509817185477
501,0.449579990832717
504,0.44672877076664
507,0.471233851334546
510,0.493041831839946
513,0.403074279754946
516,0.313440654344352
519,0.259704146432341
522,0.278352666864521
525,0.467534971248824
528,0.790878738742322
531,1.1715936775654
534,1.10469275268163
537,0.967114962826599
540,0.824785139528103
663,0.257045576370729
666,0.46432413784108
669,0.526331752611441
672,0.311141697624407
675,0.267988096624322
678,0.421684270186233
681,0.64808655543311
684,0.372481459045957
687,0.303204517440463
690,0.300623007380636
693,0.414671810023719
696,0.496792085260192
699,0.535733072829316
702,0.545481163055229
705,0.830282086322162
708,0.879998630807677
711,1.24403007924411
714,1.18650478791096
717,1.06313172505179
720,0.91024468150863
843,0.286174257045786
846,0.407659349861206
849,0.282590966962744
852,0.231962545789429
855,0.247066306139459
858,0.458557481040771
861,0.291221687162761
864,0.268604576638609
867,0.276426166819874
870,0.327786658010154
873,0.48876500174083
876,0.589752134081209
879,0.695940816542134
882,0.967269082830171
885,1.20561566835386
888,1.27739706001739
891,1.23089134893962
894,1.19634278147229
897,1.32135979103623
900,0.993816253445402
1023,0.230113105746568
1026,0.203720055134909
1029,0.170083364355378
1032,0.163918564212508
1035,0.164303864221438
1038,0.20807394523581
1041,0.220596195526014
1044,0.255106232992451
1047,0.297425017306523
1050,0.457594231018447
1053,0.573916303714213
1056,0.805597199083422
1059,1.41991953332035
1062,1.56009167656885
1065,1.27758971002186
1068,1.16970570752164
1071,1.25890265958878
1074,1.1895871879824
1077,1.39780331280781
1080,1.16319413737074
1203,0.170699844369665
1206,0.155519024017849
1209,0.166345954268763
1212,0.164496514225903
1215,0.165960654259834
1218,0.159962817454167
1221,0.200945895070618
1224,0.296641573955033
1227,0.444686680719315
1230,0.708270416827872
1233,0.76760661820299
1236,0.959871322658728
1239,1.21124104848423
1242,1.32555956113356
1245,1.13441222670372
1248,1.05966402497143
1251,1.22233768874139
1254,1.24541715927626
1257,1.46234106430347
1260,1.30906872075138
1383,0.144191203755327
1386,0.155210784010706
1389,0.171508974388416
1392,0.16183794416429
1395,0.152051323937485
1398,0.161722354161611
1401,0.2103086852876
1404,0.339885078290536
1407,0.576343693770468
1410,0.698059966591245
1413,0.81476733929594
1416,0.851293780142441
1419,0.806984279115568
1422,1.06806356516609
1425,1.03373333437048
1428,1.0924915857322
1431,1.21547934858245
1434,1.3629721920006
1437,1.47332211455796
1440,1.49959957516694
1563,0.157946414074104
1566,0.16065635747024
1569,0.153245753965166
1572,0.137448453599063
1575,0.139567603648175
1578,0.181950604630401
1581,0.225720685644774
1584,0.482754321601533
1587,0.69023837640998
1590,0.770920198279782
1593,0.735549657460069
1596,0.678987616149243
1599,0.619728474775911
1602,0.883504860888934
1605,1.26202358966111
1608,1.18538741788507
1611,1.29735560047993
1614,1.40851465305605
1617,0.864542130242626
1620,1.20496065833868
1743,0.158177594079461
1746,0.152051323937485
1749,0.141763813699072
1752,0.144615033765149
1755,0.166808314279479
1758,0.173666654438421
1764,0.43424505047733
1767,0.816424129334337
1770,0.8771474107416
1773,0.758706187996722
1776,0.759284138010116
1779,0.857420050284418
1782,1.09068067569024
1785,1.46295754431776
1788,1.30633309068799
1791,1.35229938175326
1794,1.32243863106123
1797,1.21023926846101
1800,1.23285637898516
1923,0.152205443941057
1926,0.146348883805331
1929,0.127893013377616
1932,0.141725283698179
1935,0.165421234247333
1938,0.1557887340241
1941,0.235738485876936
1944,0.432202960430004
1947,0.78625513863517
1950,0.865395760469255
1953,0.775774978392292
1956,0.847312346716838
1959,0.947772902378347
1962,1.16754802747164
1965,1.55515983645455
1968,1.38316191246849
1971,1.2446465592584
1974,1.25809352957003
1977,0
1980,0
2103,0.141108803683892
2106,0.124656493302609
2109,0.116064303103485
2112,0.12230616324814
2115,0.14291971372586
2118,0.169621004344663
2121,0.28320744697703
2124,0.665347995833145
2127,0.823937479508459
2130,0.842431879937067
2133,0.801859788996808
2136,0.874219130673737
2139,1.03654602443567
2142,1.2326637289807
2145,1.4892992215949
2148,1.47116443450795
2151,1.26734072978434
2154,1.16867824083117
2157,1.25431758948253
2160,0
2283,0.131437773459766
2286,0.128355373388331
2289,0.12138144322671
2292,0.138180523616029
2295,0.146271823803545
2298,0.176440814502712
2301,0.304167767462786
2304,0.557887823342753
2307,0.868246980535332
2310,0.838617409848666
2313,0.814253605950701
2316,0.905055974721715
2319,1.0685259251768
2322,1.32505867112195
2325,1.4889267649196
2328,1.38678373255243
2331,1.34282100153359
2334,1.24252740920929
2337,1.32598339114338
2340,0.884153900697129
2463,0.132786323491018
2466,0.129806670088631
2469,0.126698583349935
2472,0.132632203487447
2475,0.160759104139288
2478,0.224718905621557
2481,0.655484315604554
2484,0.445842580746103
2487,0.860232740349602
2490,0.845475750007608
2493,0.896836241197889
2496,0.979752803119482
2499,1.14581710696802
2502,1.43521594367485
2505,1.51930124895686
2508,1.30413688063709
2511,1.34555663159699
2514,1.34845922499759
2517,1.45120589404542
2520,0
2643,0.125388563319575
2646,0.122190573245462
2649,0.127006823357078
2652,0.156212564033922
2655,0.180524994597363
2658,0.371672329027206
2661,0.568830343596346
2664,0.485258771659574
2667,0.896027111179137
2670,0.881886600851431
2673,0.937023032129218
2676,1.01697278398206
2679,1.29820326049958
2682,1.36748020210507
2685,1.49690247510443
2688,1.48052722472494
2691,0
2694,0
2697,1.32898873121303
2700,0
2823,0.12781595337583
2826,0.110631572977582
2829,0.142495883716037
2832,0.166268894266977
2835,0.213134218686415
2838,0.499900171998888
2841,0.521168732491788
2844,0.487377921708685
2847,0.856726510268345
2850,0.905813731405942
2853,1.03704691444727
2856,1.05665868490178
2859,1.43367474363913
2862,1.54521909622417
2865,1.58201524707692
2868,0
2871,0
2874,0
2877,0.659061635480612
2880,0
3003,0.118838463167776
3006,0.129665393418691
3009,0.163109434193757
3012,0.187999814770592
3015,0.255542906335904
3018,0.508685012202477
3021,0.459405141060415
3024,0.400261589689762
3027,0.818466219381662
3030,0.906199031414872
3033,0.984453463228419
3036,1.13418104669836
3039,1.44573463391862
3042,1.5499968163349
3045,0.674664295773255
3048,0
3051,0
3054,0
3057,0
3060,0.766675927974575
3183,0.137063153590134
3186,0.15605844403035
3189,0.183260624660761
3192,0.207573055224202
3195,0.311488467632444
3198,0.465261701196141
3201,0.42846555034339
3204,0.383192799294193
3207,0.739556777552934
3210,0.941723692238156
3213,1.07946844543039
3216,1.39059820264083
3219,1.59438337736356
3222,1.58024286703585
3225,0
3228,0
3231,0
3234,1.81012569569672
3237,1.82117096261936
3240,0
3363,0.126159163337434
3366,0.150587183903554
3369,0.177327004523249
3372,0.237318215913547
3375,0.345317808416439
3378,0.362232478808437
3381,0.471002671329188
3384,0.424073130241595
3387,0.666709389198028
3390,1.09295394574292
3393,1.27268355657482
3396,1.5925339373207
3399,1.5777769469787
3402,1.83743062299618
3405,0
3408,1.93498858525709
3411,1.81254024241935
3414,3.12729946288891
3417,1.74122121076653
3420,0
3543,0.13964466364996
3546,0.146657123812474
3549,0.207457465221523
3552,0.291761107175262
3555,0.340347438301251
3558,0.36096098877897
3561,0.356029148664675
3564,0.471773271347047
3567,0.514541572338203
3570,1.31434733087372
3573,1.5843270471305
3576,1.87919714396412
3579,1.60070229751
3582,1.85053082329978
3585,1.76900134141033
3588,1.69232663963339
3594,1.85738916345872
3597,1.9136814947633
3600,1.83750768299797
