"long","lat","K","dK_dx","dK_dy"
-121.9,35.46,5.30552217278249e-07,3.52078117984963e-06,1.63854518083228e-05
-121.86,35.46,8.03643080750296e-07,-5.08130849174316e-07,2.55683595124678e-05
-121.82,35.46,1.22978240595809e-06,-7.90574896426136e-06,2.99689563671076e-05
-121.78,35.46,1.72926501207655e-06,-5.35120315543887e-06,-2.88124684341892e-06
-121.74,35.46,1.6812442313529e-06,1.20931158068295e-05,-1.97324244737932e-05
-121.7,35.46,1.35237049012302e-06,2.28993760324078e-05,-1.37248240929821e-05
-121.66,35.46,1.12362342190665e-06,2.52585062991377e-05,-4.14562965447692e-06
-121.62,35.46,1.05452959433203e-06,2.55101318594003e-05,-4.14562965447692e-06
-123.98,35.5,4.25697617399267e-07,-4.53240683334728e-06,2.70127460368937e-06
-123.94,35.5,4.7071886079409e-07,-7.5763470259473e-06,5.83946097839402e-06
-123.9,35.5,5.6804321043399e-07,-1.12509806688995e-05,-5.16875851772774e-06
-123.86,35.5,4.81897235138528e-07,-6.49878980424642e-06,-8.98862751889688e-07
-123.82,35.5,4.669161892737e-07,3.81663048875163e-06,6.22374016347425e-06
-123.78,35.5,5.7064519199827e-07,4.81304829696312e-06,2.52631794875719e-06
-123.74,35.5,6.12750491144224e-07,8.71568239344241e-06,3.45570560326284e-06
-123.7,35.5,6.70345584531938e-07,9.68418665990753e-06,5.18340927256887e-05
-123.66,35.5,1.53424712996008e-06,2.66036842086673e-06,7.13946656237331e-05
-123.62,35.5,2.72415822368897e-06,1.74483994417563e-06,7.5258498850244e-06
-123.58,35.5,2.84958905510604e-06,5.99930705314135e-06,-6.20619866842096e-05
-123.54,35.5,1.81522261036921e-06,5.98079865494156e-06,-2.5171824188444e-05
-123.5,35.5,1.39569220722848e-06,2.15828767410117e-06,-5.57680514762656e-06
-123.46,35.5,1.30274545476804e-06,-3.73934344716012e-07,-9.26644793731167e-07
-123.42,35.5,1.28730137487252e-06,-8.97807720937264e-07,-3.59325678984811e-06
-123.38,35.5,1.22741376170838e-06,-9.46547472789165e-07,-1.08538445338335e-05
-123.34,35.5,1.04651635281116e-06,-1.41568443217297e-06,-2.34942221951918e-06
-123.3,35.5,1.00735931581917e-06,-2.53965360923185e-06,6.37831851654504e-06
-123.26,35.5,1.11366462442826e-06,-3.90203666466814e-06,-1.38660701357177e-05
-123.22,35.5,8.82563455499627e-07,-3.17989777372585e-06,-2.6205646286279e-05
-123.18,35.5,4.45802684061645e-07,4.24069477666801e-07,4.43047212097375e-06
-123.14,35.5,5.19643886077874e-07,3.19727106018198e-07,2.64782898280005e-05
-123.1,35.5,9.60948716544548e-07,2.31671309199502e-06,2.21680841857924e-05
-123.06,35.5,1.33041678630775e-06,8.18269514362313e-06,-2.41537946124751e-06
-123.02,35.5,1.29016046195363e-06,1.1635324372804e-05,2.11577221510217e-05
-122.98,35.5,1.64278916447066e-06,1.09831775145675e-05,5.88936688065957e-05
-122.94,35.5,2.62435031124725e-06,1.30304216203675e-05,6.73087864266267e-05
-122.9,35.5,3.7461634183577e-06,1.99504238798559e-05,4.25410997147992e-05
-122.86,35.5,4.45518174693768e-06,3.0269018124984e-05,-4.634815336111e-06
-122.82,35.5,4.37793482466917e-06,3.37717742315903e-05,-4.35169034413917e-05
-122.78,35.5,3.65265310064597e-06,2.2746377389912e-05,-5.75519858233146e-05
-122.74,35.5,2.69345333692406e-06,7.15807141697722e-06,-4.85457917640434e-05
-122.7,35.5,1.88435680752334e-06,7.36395194194587e-08,-2.91669469452584e-05
-122.66,35.5,1.39824102510236e-06,-3.54386227456681e-06,-1.14002634016823e-05
-122.62,35.5,1.20823663507433e-06,-9.00745971050101e-06,-6.88283375535581e-06
-122.58,35.5,1.09352273915173e-06,-1.15367389031606e-05,-9.19503752071156e-06
-122.54,35.5,9.40272113806536e-07,-8.05225001418374e-06,-1.09010244697106e-05
-122.5,35.5,7.58588372644694e-07,-2.5177788539362e-06,-5.31563604232342e-06
-122.46,35.5,6.6999443860597e-07,-2.03380944092507e-07,-4.06656670391191e-06
-122.42,35.5,6.02218326874105e-07,1.46441742358606e-06,-8.36764980722087e-06
-122.38,35.5,4.62757496753757e-07,5.22803210997517e-06,-2.43483783158517e-06
-122.34,35.5,4.22176866227338e-07,6.7778152568835e-06,7.06298595409501e-06
-122.3,35.5,5.39893298795588e-07,4.10487239724347e-06,1.3967214863631e-05
-122.26,35.5,7.72680213189437e-07,-2.59782340293606e-07,6.34135479586923e-06
-122.22,35.5,8.78369459787258e-07,-1.21343827030926e-06,-7.17876064852611e-06
-122.18,35.5,7.58723448978489e-07,2.88400264381662e-06,-1.13498775704832e-05
-122.14,35.5,5.69558822803769e-07,5.86276485011994e-06,-1.20848455809156e-07
-122.1,35.5,5.67544681873616e-07,6.0913606030189e-06,-5.0898007350814e-06
-122.06,35.5,4.82714669622259e-07,2.87636697865472e-06,-7.32741125068243e-06
-122.02,35.5,3.60591148777552e-07,-3.21514885114954e-06,2.17947219612178e-06
-121.98,35.5,3.96915685379582e-07,-4.92466438865829e-06,3.05122422706683e-06
-121.94,35.5,4.47769422497363e-07,2.67382669264181e-06,8.48774886670283e-06
-121.9,35.5,5.89231903609076e-07,7.02999039764862e-06,1.23565397792989e-05
-121.86,35.5,7.95174233264058e-07,4.31480569572001e-07,1.81707413973808e-05
-121.82,35.5,1.0980199232204e-06,-1.80726239108489e-05,3.25235021759301e-05
-121.78,35.5,1.64007829281924e-06,-2.35319131316488e-05,1.45630721188495e-05
-121.74,35.5,1.88279616146673e-06,-9.10211654071242e-06,-8.92616424821494e-06
-121.7,35.5,1.73402675732981e-06,-6.98736652664787e-07,-1.13656938262522e-05
-121.66,35.5,1.54459852689228e-06,7.93106038141891e-07,-3.89400409421434e-06
-121.62,35.5,1.47969845865537e-06,9.5914670415533e-07,-3.89400409421434e-06
-123.98,35.54,3.50157503510145e-07,-4.56737799539927e-06,-3.42665588910646e-07
-123.94,35.54,3.44446410361635e-07,-3.5763865005354e-06,2.16482733544178e-06
-123.9,35.54,3.80526865952331e-07,-1.40252898819483e-07,-4.16567653074611e-07
-123.86,35.54,3.73584071734421e-07,2.51716233568204e-06,9.41655754110836e-06
-123.82,35.54,5.3052669741956e-07,3.36418685725551e-06,7.22015797168574e-06
-123.78,35.54,6.50862663614322e-07,7.08121841312915e-06,6.42895204523648e-06
-123.74,35.54,7.58011864368264e-07,1.13677799394955e-05,4.42420986972797e-06
-123.7,35.54,8.31748695530397e-07,1.17923795931459e-05,4.48102744866479e-05
-123.66,35.54,1.57858660364119e-06,2.96694514172971e-06,7.0479137147042e-05
-123.62,35.54,2.75323888942523e-06,5.21658780633778e-08,1.17803169939901e-05
-123.58,35.54,2.94957750599173e-06,2.43843367829762e-06,-6.20804950824094e-05
-123.54,35.54,1.91490258795157e-06,2.6437042717548e-06,-2.89943351692844e-05
-123.5,35.54,1.4316636684635e-06,7.3467845057267e-07,-8.10902716644374e-06
-123.46,35.54,1.29651321568944e-06,-1.91962703890527e-06,-1.45051816995242e-06
-123.42,35.54,1.2723379128569e-06,-5.01087951906854e-06,-3.64199654170001e-06
-123.38,35.54,1.21163797049523e-06,-7.34977205908829e-06,-1.13229814932173e-05
-123.34,35.54,1.02292161227494e-06,-8.90396929688226e-06,-3.47339139657806e-06
-123.3,35.54,9.65031755665308e-07,-9.8510117622375e-06,5.01593546110875e-06
-123.26,35.54,1.04863068001712e-06,-9.24546548367112e-06,-1.31439312447755e-05
-123.22,35.54,8.29565159270863e-07,-6.73767212968248e-06,-2.26016790348863e-05
-123.18,35.54,4.52870508689425e-07,-1.86834815378881e-06,4.32612974932514e-06
-123.14,35.54,5.24972671178177e-07,-1.67826364075725e-06,2.84752758139773e-05
-123.1,35.54,9.99560601411132e-07,-5.94542024665349e-07,2.80340662374205e-05
-123.06,35.54,1.46679503870147e-06,3.90605118087592e-06,1.03724976793331e-06
-123.02,35.54,1.4840825348337e-06,7.92515029991813e-06,2.05055752927853e-05
-122.98,35.54,1.82584212304678e-06,9.69211068974044e-06,6.09409129123956e-05
-122.94,35.54,2.84152400492004e-06,1.27482158986342e-05,7.42287886861151e-05
-122.9,35.54,4.07867048302196e-06,2.40502765482179e-05,5.28596939599273e-05
-122.86,35.54,4.95966538235408e-06,4.27549760049454e-05,-1.13205922950469e-06
-122.82,35.54,4.940797728529e-06,5.13761079153522e-05,-5.454230028307e-05
-122.78,35.54,4.03175939047784e-06,3.66298206000638e-05,-7.31402917962494e-05
-122.74,35.54,2.81275452720702e-06,1.79011956932051e-05,-5.56302236616012e-05
-122.7,35.54,1.885584132847e-06,1.01541922336393e-05,-3.27844487392447e-05
-122.66,35.54,1.33917665385958e-06,7.21877735863199e-06,-1.68638608376165e-05
-122.62,35.54,1.05811230656598e-06,1.27317488287383e-06,-9.41211294801541e-06
-122.58,35.54,9.01243757432385e-07,5.86659096136653e-06,-5.71054863173468e-06
-122.54,35.54,8.06067946903474e-07,1.48289535791125e-05,-5.36655330946303e-06
-122.5,35.54,7.16625391745757e-07,2.14887546289983e-05,-3.00123813247972e-06
-122.46,35.54,6.66604756204428e-07,2.54346552977298e-05,-2.39876833623334e-06
-122.42,35.54,6.26625283933873e-07,2.83607715267623e-05,-4.60403512083176e-06
-122.38,35.54,5.49891365253343e-07,3.17158589904539e-05,-8.85054684676831e-07
-122.34,35.54,5.35140453842063e-07,2.93901606903085e-05,4.39004309445497e-06
-122.3,35.54,6.08307838749646e-07,2.32088159008024e-05,9.60256012609389e-06
-122.26,35.54,7.68350507517877e-07,1.81758283801384e-05,5.38769886585357e-06
-122.22,35.54,8.58145488615437e-07,1.81046218645286e-05,-3.08131973440023e-06
-122.18,35.54,8.06790159708766e-07,2.2340046443741e-05,-8.37111536417991e-06
-122.14,35.54,6.67271570305768e-07,2.42415240260645e-05,1.07747297089798e-07
-122.1,35.54,6.69067358590598e-07,1.8001400825664e-05,-8.30479435944558e-06
-122.06,35.54,5.30654119266505e-07,6.11703741763007e-06,-1.34189270804867e-05
-122.02,35.54,3.07005334591727e-07,-1.31211416492189e-07,4.69956658613032e-07
-121.98,35.54,3.1483794556861e-07,2.06229534736011e-06,1.06497153083669e-05
-121.94,35.54,4.92333200708059e-07,9.89986502328385e-06,1.28439125717096e-05
-121.9,35.54,7.06398410236553e-07,1.42047845803272e-05,5.75802995122226e-06
-121.86,35.54,8.02365576090258e-07,1.12084334748925e-05,-3.33363083040119e-07
-121.82,35.54,7.96809524706256e-07,2.00605656629839e-07,2.70642129551302e-05
-121.78,35.54,1.24787974062509e-06,-4.54628400461507e-06,2.89928687097859e-05
-121.74,35.54,1.73109421912152e-06,1.33419430318924e-06,-5.22784360167302e-07
-121.7,35.54,1.72238114645207e-06,1.46917427090314e-06,-9.87385113544549e-06
-121.66,35.54,1.55781696086131e-06,-2.4927311173862e-07,-3.7279634282009e-06
-121.62,35.54,1.49568423705796e-06,-7.22378042143559e-07,-3.7279634282009e-06
-123.98,35.58,2.74034536920158e-07,-5.86685233334005e-06,6.48325905953223e-07
-123.94,35.58,2.84839968686045e-07,-2.04495674788967e-06,5.60096093715769e-06
-123.9,35.58,3.78189317638673e-07,4.36909956914835e-06,2.24084758142691e-06
-123.86,35.58,4.15536777329121e-07,7.02599567812965e-06,1.02635820626818e-05
-123.82,35.58,5.86596478373819e-07,4.81523205031865e-06,1.09371895275594e-05
-123.78,35.58,7.68882970499808e-07,9.46433558388584e-06,1.07155135716028e-05
-123.74,35.58,9.47474863359855e-07,1.31811552488582e-05,4.84880952337838e-06
-123.7,35.58,1.02828835541616e-06,1.42683989451004e-05,3.59848400352317e-05
-123.66,35.58,1.62803568933669e-06,7.5751660725234e-06,6.75643578833757e-05
-123.62,35.58,2.75410832072628e-06,2.87891341086309e-06,1.41665847942244e-05
-123.58,35.58,2.99021806729669e-06,2.68872981168726e-06,-6.18752244889522e-05
-123.54,35.58,1.95896432581415e-06,2.06502678414985e-06,-3.09033609904665e-05
-123.5,35.58,1.44390830930638e-06,1.35684147386779e-06,-1.07633326559217e-05
-123.46,35.58,1.26451943170768e-06,-5.87451464530703e-07,-4.54177065011569e-06
-123.42,35.58,1.18882325420576e-06,-3.8742230479177e-06,-5.98088908171976e-06
-123.38,35.58,1.08914176951043e-06,-6.41166362419226e-06,-1.28771787310113e-05
-123.34,35.58,8.74522123993572e-07,-6.8775788400037e-06,-4.4204338619333e-06
-123.3,35.58,8.00848226294683e-07,-4.99974547588711e-06,5.62148173967512e-06
-123.26,35.58,8.94539588622602e-07,-1.55429918301563e-06,-1.06361378907868e-05
-123.22,35.58,7.17270623776155e-07,-4.79235433740154e-09,-1.77323550589926e-05
-123.18,35.58,4.21731372792945e-07,1.51682999568171e-07,4.5162142623567e-06
-123.14,35.58,4.9700161049889e-07,-6.10709829875112e-06,2.95589974300692e-05
-123.1,35.58,9.8965156766671e-07,-1.10733726934102e-05,3.25346594429618e-05
-123.06,35.58,1.53189589171607e-06,-1.12926530052665e-05,5.05634888697552e-06
-123.02,35.58,1.61616837316566e-06,-1.21659334507976e-05,2.22725356826076e-05
-122.98,35.58,1.98737730120912e-06,-8.85640953980801e-06,6.39970181212893e-05
-122.94,35.58,3.05399426989728e-06,4.72702546690733e-06,8.55308493356988e-05
-122.9,35.58,4.47950842549226e-06,2.84702416337116e-05,7.15643934166549e-05
-122.86,35.58,5.67224831576984e-06,5.50102457398606e-05,7.48907268090208e-06
-122.82,35.58,5.79706619378487e-06,6.42663762726831e-05,-6.92885875983584e-05
-122.78,35.58,4.6422564004789e-06,4.35780247837376e-05,-9.18689167031081e-05
-122.74,35.58,3.11110778876043e-06,2.12997821354008e-05,-6.3377227121167e-05
-122.7,35.58,2.05482067007432e-06,1.1353320820221e-05,-3.5719863614252e-05
-122.66,35.58,1.45948960983678e-06,7.07276462731342e-06,-2.28094633133747e-05
-122.62,35.58,1.07933188794721e-06,1.08089692673597e-05,-4.81869686952272e-06
-122.58,35.58,9.99020273455161e-07,4.04313186955824e-05,3.25181398601127e-06
-122.54,35.58,1.05321717322202e-06,6.03773071824414e-05,1.29324774042279e-06
-122.5,35.58,1.07477130222906e-06,6.3378296783299e-05,9.44662536251802e-07
-122.46,35.58,1.09051567783326e-06,6.58922940915327e-05,5.27347892799124e-07
-122.42,35.58,1.09930480937991e-06,7.25037301055201e-05,-1.24894765714009e-06
-122.38,35.58,1.07848901509424e-06,8.01720391305088e-05,-3.2107529848223e-06
-122.34,35.58,1.0249764653472e-06,8.08653789289749e-05,-1.79130169505107e-06
-122.3,35.58,9.95121437096353e-07,7.91714672829071e-05,4.56957260542985e-06
-122.26,35.58,1.07128098052018e-06,8.05709543424393e-05,5.31649235024382e-06
-122.22,35.58,1.15988918635758e-06,8.78699257173219e-05,1.15410484481212e-06
-122.18,35.58,1.17912426710445e-06,0.000101133941420083,-6.46963778185638e-06
-122.14,35.58,1.07129697074018e-06,0.000111410375767224,-6.13237590331072e-06
-122.1,35.58,9.69090705684998e-07,9.03835051484348e-05,-2.01891577674795e-05
-122.06,35.58,6.32604742893673e-07,3.84668665382037e-05,-1.96671759146089e-05
-122.02,35.58,3.0481847765019e-07,9.85977955884348e-06,2.66346342246533e-06
-121.98,35.58,3.49209534691279e-07,9.04335300875981e-06,1.84872849842907e-05
-121.94,35.58,6.57330951096123e-07,1.45702183718464e-05,1.7148832128753e-05
-121.9,35.58,9.43144819908674e-07,1.59973322253998e-05,2.76167884578752e-06
-121.86,35.58,9.89172800671799e-07,1.74446844958156e-05,-1.13411909013028e-05
-121.82,35.58,8.00152952316753e-07,2.24057090803021e-05,2.23173232938853e-05
-121.78,35.58,1.17210834054817e-06,2.4671879674766e-05,3.48733470175902e-05
-121.74,35.58,1.75333079084134e-06,2.43167470791696e-05,-3.87804392453395e-07
-121.7,35.58,1.74686738430045e-06,2.41136254579305e-05,-1.15922985180873e-05
-121.66,35.58,1.553662408999e-06,2.48013809639175e-05,-4.20106835860584e-06
-121.62,35.58,1.48364460302224e-06,2.5160828212223e-05,-4.20106835860584e-06
-123.98,35.62,1.76253664697823e-07,3.05597041536287e-07,4.47022149140361e-06
-123.94,35.62,2.50757356221217e-07,5.2620536063949e-06,1.20150172541957e-05
-123.9,35.62,4.51007643791145e-07,9.61116146807435e-06,4.89774369040821e-06
-123.86,35.62,5.32636705297949e-07,1.270105684978e-05,8.05281843487084e-06
-123.82,35.62,6.66850345879129e-07,1.14474723520674e-05,1.55862930611266e-05
-123.78,35.62,9.26621896897906e-07,1.57638981629072e-05,1.44323332365751e-05
-123.74,35.62,1.16716078417416e-06,1.59811770626388e-05,5.93605321962058e-06
-123.7,35.62,1.26609500450117e-06,1.32512978758968e-05,2.92916071626547e-05
-123.66,35.62,1.75428845721208e-06,1.29292405783802e-06,6.28681052217154e-05
-123.62,35.62,2.80209021090734e-06,-7.17004466275836e-06,1.39764011950485e-05
-123.58,35.62,3.03503023082481e-06,-8.28032325338584e-06,-6.24989275164896e-05
-123.54,35.62,1.99338143888332e-06,-5.20366231745196e-06,-3.16115463007486e-05
-123.5,35.62,1.46652233387084e-06,3.49026499726469e-06,-1.27076255943202e-05
-123.46,35.62,1.25472857396551e-06,8.29011359163787e-06,-7.82854223350269e-06
-123.42,35.62,1.12425287007379e-06,6.82369986984646e-06,-8.51832965799432e-06
-123.38,35.62,9.82280709107222e-07,3.92227193635367e-06,-1.33430939468227e-05
-123.34,35.62,7.5989580999351e-07,4.83636299709287e-06,-2.5426004978167e-06
-123.3,35.62,7.17519135029898e-07,8.31735594993262e-06,9.0669280325466e-06
-123.26,35.62,8.68634602239008e-07,9.19235171916093e-06,-9.08663106210858e-06
-123.22,35.62,7.17190751203865e-07,8.521860185843e-06,-1.75758797050871e-05
-123.18,35.62,4.24259422785747e-07,9.39665157318112e-06,-1.74256703596258e-06
-123.14,35.62,3.95216638853038e-07,3.14194581299394e-06,2.45927230354101e-05
-123.1,35.62,8.05095356109873e-07,-1.16713348145634e-05,3.23153791311055e-05
-123.06,35.62,1.34368500829496e-06,-1.88988142912407e-05,4.18306844144448e-06
-123.02,35.62,1.41340281565237e-06,-2.40068154092413e-05,2.55820595935971e-05
-122.98,35.62,1.83977047554566e-06,-1.68980179825696e-05,7.75804531280047e-05
-122.94,35.62,3.13277802767907e-06,2.828758583505e-06,0.000109274065502503
-122.9,35.62,4.95401245272079e-06,2.16724564155078e-05,9.81043975228039e-05
-122.86,35.62,6.58908574476752e-06,3.52657539260361e-05,1.67452032137246e-05
-122.82,35.62,6.86817246499626e-06,4.2846812438163e-05,-8.99769390873039e-05
-122.78,35.62,5.3685568135412e-06,3.21178347317218e-05,-0.000114147159351445
-122.74,35.62,3.46610415768378e-06,1.67092532374308e-05,-7.33236884363468e-05
-122.7,35.62,2.24404268374467e-06,-1.03760503605126e-06,-4.00004198071596e-05
-122.66,35.62,1.57736902029201e-06,-6.92121191531057e-06,-1.90732586733284e-05
-122.62,35.62,1.25948137573653e-06,2.49868703375351e-05,2.48036525586999e-05
-122.58,35.62,1.6728755850482e-06,6.23421349760461e-05,2.31978024728703e-05
-122.54,35.62,2.05950562626271e-06,7.88982659350102e-05,4.29423734128032e-06
-122.5,35.62,2.13107624861738e-06,7.95618975456225e-05,3.45865984448553e-06
-122.46,35.62,2.1887205793588e-06,7.97825080668516e-05,7.13878390678658e-06
-122.42,35.62,2.30770031113858e-06,8.27682457276099e-05,6.41936136784853e-06
-122.38,35.62,2.41468966726939e-06,8.41660398356924e-05,-2.51741318635617e-06
-122.34,35.62,2.37273278083012e-06,8.31165261097131e-05,-3.48521334111885e-06
-122.3,35.62,2.31464589181147e-06,8.4428358350381e-05,5.96905966496203e-06
-122.26,35.62,2.41413021956084e-06,8.89407146624152e-05,1.26154637251264e-05
-122.22,35.62,2.62438794831294e-06,9.5814751819122e-05,1.44181205475728e-05
-122.18,35.62,2.86468995743916e-06,0.000103802927540786,3.80679656528483e-06
-122.14,35.62,2.92813656686057e-06,0.000113769742324975,-2.71592465220997e-05
-122.1,35.62,2.47548245815891e-06,0.000105287229509437,-7.21057963777106e-05
-122.06,35.62,1.27371918519707e-06,5.57235541889222e-05,-4.82742628939692e-05
-122.02,35.62,4.69148136964248e-07,2.28943935917786e-05,1.84703687238166e-06
-121.98,35.62,4.99932084837276e-07,2.91951949187074e-05,2.40141503473772e-05
-121.94,35.62,9.00167923960229e-07,5.00970359845249e-05,1.85759459823064e-05
-121.9,35.62,1.20976702366534e-06,6.40599233955659e-05,4.20903111620339e-06
-121.86,35.62,1.27991754226873e-06,6.59649681256092e-05,-6.38016631681631e-06
-121.82,35.62,1.17358143698845e-06,6.8536716150116e-05,2.45834938883491e-05
-121.78,35.62,1.58330633512761e-06,6.72413009287307e-05,3.45182144219938e-05
-121.74,35.62,2.1586099088275e-06,6.69367449055767e-05,-5.90926013692502e-07
-121.7,35.62,2.14876114193263e-06,7.33278519852095e-05,-1.09045430121003e-05
-121.66,35.62,1.96701875839762e-06,7.84879007264133e-05,-3.84162111030035e-06
-121.62,35.62,1.90299173989262e-06,7.99871656048167e-05,-3.84162111030035e-06
-123.98,35.66,1.81346948723428e-07,1.00160026203984e-05,9.42667805626222e-06
-123.94,35.66,3.38458249661132e-07,1.29020983498993e-05,1.63641251158752e-05
-123.9,35.66,6.11193668259051e-07,1.65848330681504e-05,7.98763907211384e-06
-123.86,35.66,7.44320986127615e-07,1.71800246672144e-05,6.79923393715827e-06
-123.82,35.66,8.5764155174692e-07,1.21805612054562e-05,1.99027188719664e-05
-123.78,35.66,1.18935353294636e-06,7.86790725653947e-06,1.46496121363068e-05
-123.74,35.66,1.43351373521814e-06,3.08710293751294e-06,3.2061740328785e-06
-123.7,35.66,1.48694996909945e-06,-3.01083134667549e-06,1.7333233344596e-05
-123.66,35.66,1.77583719150938e-06,-2.08964683416653e-05,5.4405136501119e-05
-123.62,35.66,2.68258946652803e-06,-3.16433771061569e-05,1.28661226044211e-05
-123.58,35.66,2.89702484326838e-06,-3.11992259289856e-05,-5.94222665805557e-05
-123.54,35.66,1.90665373359245e-06,-2.05759875963026e-05,-2.29176189860319e-05
-123.5,35.66,1.52469341715859e-06,4.5245981889182e-07,-7.907776999947e-06
-123.46,35.66,1.39289713382614e-06,1.35305487654338e-05,-9.29495595529411e-06
-123.42,35.66,1.2379812012379e-06,1.47853648446995e-05,-1.14197575914871e-05
-123.38,35.66,1.04765190804645e-06,1.03597722795555e-05,-1.24290028860835e-05
-123.34,35.66,8.40501859945058e-07,7.22147755828194e-06,9.38392455023047e-07
-123.3,35.66,8.56141734195442e-07,4.42893278925997e-06,9.94192380177491e-06
-123.26,35.66,1.02184046422502e-06,2.29478575728208e-06,-9.75712259542651e-06
-123.22,35.66,8.59221754301249e-07,7.87114046767233e-06,-1.67010883177489e-05
-123.18,35.66,5.80870282338766e-07,1.49999738608763e-05,-7.99727279614976e-06
-123.14,35.66,4.47582402402937e-07,1.52459069424261e-05,9.77944240785275e-06
-123.1,35.66,6.10573109200483e-07,8.03987421013421e-06,2.50878996544281e-05
-123.06,35.66,1.02870477010762e-06,-1.06700280188102e-06,-9.24932676556079e-07
-123.02,35.66,1.01328922549835e-06,-4.82281460903705e-06,3.26908570202689e-05
-122.98,35.66,1.55813684250283e-06,1.19932472955839e-05,9.73072296940792e-05
-122.94,35.66,3.17992400407082e-06,2.0168994075645e-05,0.000128117763334506
-122.9,35.66,5.31522005964591e-06,9.65525574494805e-06,0.000111697695033332
-122.86,35.66,7.17684831020145e-06,-6.9286031494109e-06,2.43262617258515e-05
-122.82,35.66,7.58228600563231e-06,-8.55811752298461e-06,-0.000100705916793745
-122.78,35.66,5.90385405906989e-06,7.4069110572362e-07,-0.000129555740845736
-122.74,35.66,3.74459171164096e-06,8.00348016689513e-06,-9.10705467098289e-05
-122.7,35.66,2.22674926647715e-06,-2.31054693093523e-06,-4.58840266864189e-05
-122.66,35.66,1.46201548837016e-06,7.74637745522185e-06,1.28348235795173e-05
-122.62,35.66,1.67592921469545e-06,4.56983415423519e-05,6.2158917197211e-05
-122.58,35.66,2.7119111679823e-06,-1.32417659495083e-05,3.97539334318344e-05
-122.54,35.66,3.37447672517954e-06,-5.83492889553672e-05,4.9578689518926e-06
-122.5,35.66,3.45710787437775e-06,-6.67268868871437e-05,3.67927036571472e-06
-122.46,35.66,3.51842904713966e-06,-6.83439454122636e-05,1.01245215675448e-05
-122.42,35.66,3.68717107326541e-06,-7.11013204250503e-05,7.81715547593111e-06
-122.38,35.66,3.81745699786426e-06,-7.53009771253246e-05,-3.56692691233553e-06
-122.34,35.66,3.758008215992e-06,-7.71719874005476e-05,-2.17338110045097e-06
-122.3,35.66,3.72178519765115e-06,-7.68438383004087e-05,1.04814159769963e-05
-122.26,35.66,3.89647546393443e-06,-7.68133327578253e-05,1.94895008818332e-05
-122.22,35.66,4.22130047863165e-06,-7.71432510017883e-05,2.24062962692368e-05
-122.18,35.66,4.59473874978559e-06,-7.8568738334692e-05,1.37736113494738e-05
-122.14,35.66,4.82429893894349e-06,-5.45829457425957e-05,-3.56417593376372e-05
-122.1,35.66,4.23026961664954e-06,3.6342885637892e-06,-0.000121669471698226
-122.06,35.66,2.20244508834577e-06,1.96308513276562e-05,-8.11034234911128e-05
-122.02,35.66,8.50721363493891e-07,2.76326975581583e-05,8.14783819931049e-06
-121.98,35.66,9.86518666815732e-07,7.7406521480244e-05,4.49159914131948e-05
-121.94,35.66,1.73511852370231e-06,0.000151470039973816,3.25388333933473e-05
-121.9,35.66,2.27743241359143e-06,0.000198663589346309,6.11407584624677e-06
-121.86,35.66,2.37933367769555e-06,0.000198041988654868,-3.80841829230953e-06
-121.82,35.66,2.31586003949039e-06,0.000187479602311726,2.32880786669638e-05
-121.78,35.66,2.70399468393978e-06,0.000178221292050865,3.42136583988398e-05
-121.74,35.66,3.27422232392045e-06,0.000180055377084433,5.80018106594027e-06
-121.7,35.66,3.37089200835279e-06,0.000189804810057481,-5.74449427089643e-06
-121.66,35.66,3.27515043717118e-06,0.000195483692528923,-2.34235623189688e-06
-121.62,35.66,3.23611116663956e-06,0.000196866331083716,-2.34235623189688e-06
-123.98,35.7,3.48280325730068e-07,3.38670195179738e-06,1.23127737857631e-05
-123.94,35.7,5.53493222159454e-07,2.91820083199172e-06,2.00468598341262e-05
-123.9,35.7,8.87607552728224e-07,3.53276060710837e-06,8.58283067117781e-06
-123.86,35.7,1.03065473058119e-06,-6.6621886260133e-07,1.79977047540016e-06
-123.82,35.7,1.06065090517119e-06,-7.26848149421134e-06,1.55900649230496e-05
-123.78,35.7,1.32048532055535e-06,-1.45547708389784e-05,9.86880781728025e-06
-123.74,35.7,1.48496545084335e-06,-1.66562775647851e-05,-2.89176025130993e-06
-123.7,35.7,1.43676944665486e-06,-1.23760226569617e-05,-5.52403650393867e-07
-123.66,35.7,1.42756271914829e-06,-1.27562637603902e-05,4.36582277366275e-05
-123.62,35.7,2.15519984809208e-06,-2.06782909661277e-05,1.33102737815923e-05
-123.58,35.7,2.37703774445195e-06,-2.19973871930786e-05,-4.87990282478728e-05
-123.54,35.7,1.56372060698741e-06,-1.79259233345041e-05,-1.88917157083743e-06
-123.5,35.7,1.53223441414012e-06,-1.20807080330002e-05,5.17031194659503e-06
-123.46,35.7,1.6184062799167e-06,-5.84634353443413e-06,-8.04013987602845e-06
-123.42,35.7,1.48440394864956e-06,3.92934491083423e-07,-1.58453501566311e-05
-123.38,35.7,1.22031477937238e-06,4.12634982915135e-07,-1.55672976073571e-05
-123.34,35.7,9.60859819249757e-07,-1.83382057545449e-07,-1.85415231399893e-06
-123.3,35.7,9.29957280683108e-07,5.98586211859531e-07,7.80777676979703e-06
-123.26,35.7,1.06008689351306e-06,8.7824029735895e-06,-4.18076788503626e-06
