"long","lat","K","dK_dx","dK_dy"
-121.62,36.18,2.14473828913783e-07,5.92813225074861e-06,-1.62976837858016e-07
-123.98,36.22,4.96970812820924e-07,-6.73870348210408e-06,8.36897898793077e-06
-123.94,36.22,6.36453795953104e-07,-3.05260646409902e-06,9.39595044465275e-06
-123.9,36.22,7.9305297003065e-07,1.63194451620677e-06,-9.90017693364002e-07
-123.86,36.22,7.7655267514125e-07,1.94482049667339e-06,3.10712587771977e-06
-123.82,36.22,8.28338106436579e-07,-9.00615606468565e-07,1.45169504109048e-05
-123.78,36.22,1.07028727995166e-06,-4.53957025088371e-06,1.49637611873325e-05
-123.74,36.22,1.31968329974053e-06,-5.12145388622818e-06,-8.36345148089646e-06
-123.7,36.22,1.18029244172559e-06,-4.51914408524427e-06,-2.15746160659403e-05
-123.66,36.22,8.20715507293255e-07,-7.25733791199882e-06,1.18547095833251e-05
-123.62,36.22,1.01829400034867e-06,-5.4483071223238e-06,1.8077593258731e-05
-123.58,36.22,1.31958722132752e-06,5.77386352638986e-07,-1.94341652682905e-05
-123.54,36.22,9.95684466856015e-07,5.56531514831009e-06,2.31933028446931e-06
-123.5,36.22,1.03433997159717e-06,7.71814262180661e-06,-1.55217871950174e-06
-123.46,36.22,1.00847032627214e-06,6.95257222214388e-07,-7.00003689888598e-06
-123.42,36.22,8.91803044624042e-07,3.51986189716296e-06,1.71102050136291e-05
-123.38,36.22,1.17697312818453e-06,1.36856489679778e-05,4.37752639622658e-05
-123.34,36.22,1.90656086088896e-06,2.5645583877647e-05,3.52850322083661e-05
-123.3,36.22,2.49464473102839e-06,2.60640445648544e-05,2.19347485413073e-06
-123.26,36.22,2.5312026452639e-06,9.87567303088299e-06,-1.31089061338951e-05
-123.22,36.22,2.31272087636565e-06,-2.17676523747208e-05,-3.65212984046273e-05
-123.18,36.22,1.70403256962186e-06,-2.79178221056753e-05,-1.591058622123e-06
-123.14,36.22,1.67751492591981e-06,-2.26772858566266e-05,-9.47793073955035e-06
-123.1,36.22,1.51954941359397e-06,-1.40122637579022e-05,-7.4875988107195e-06
-123.06,36.22,1.39475610008198e-06,-9.44938043812214e-06,1.24631151530974e-06
-123.02,36.22,1.41552795867048e-06,-7.9141520467665e-06,6.61980752809628e-06
-122.98,36.22,1.52585808413875e-06,-7.42457877417935e-06,9.87325220679723e-06
-122.94,36.22,1.69041228758537e-06,-5.38841972045099e-06,-7.01402428995064e-06
-122.9,36.22,1.57351188275286e-06,-3.80244833376945e-07,-1.56736963125117e-05
-122.86,36.22,1.31228361087766e-06,6.93592544229337e-06,-2.55064116922068e-06
-122.82,36.22,1.26977292472398e-06,1.6058973503916e-05,2.04854609843571e-05
-122.78,36.22,1.61119727446327e-06,2.01548094601496e-05,2.24069746348923e-05
-122.74,36.22,1.98464685171147e-06,1.65444007802122e-05,2.45087835518839e-05
-122.7,36.22,2.39312657757621e-06,3.59506421188451e-06,5.30980426874412e-05
-122.66,36.22,3.27809395570023e-06,-2.15002024655535e-05,2.93795660555542e-05
-122.62,36.22,3.76775338995946e-06,-5.81160847592988e-05,4.25800365081229e-06
-122.58,36.22,3.838720117473e-06,-8.69837262496875e-05,4.16993945113818e-06
-122.54,36.22,3.90821910832531e-06,-0.000106811187463917,-7.80371844608919e-07
-122.5,36.22,3.89521291091516e-06,-0.000112506413764996,4.5613996881718e-06
-122.46,36.22,3.97123623905135e-06,-0.000108812524145717,3.0803253524005e-06
-122.42,36.22,4.02257499492469e-06,-0.000105092250540199,7.665810651674e-07
-122.38,36.22,4.03535134601082e-06,-0.000103888220180361,2.58560959844236e-06
-122.34,36.22,4.07844483931819e-06,-0.000104298487858736,-3.57561443791411e-06
-122.3,36.22,4.01885126535296e-06,-0.000105877978619827,-5.28777922539022e-06
-122.26,36.22,3.93072161159645e-06,-0.000106438919872306,-2.40575105421154e-06
-122.22,36.22,3.89062576069293e-06,-0.000104883939435236,3.17623584655779e-07
-122.18,36.22,3.89591948710386e-06,-0.000102916187254511,-2.23499637245862e-05
-122.14,36.22,3.52342009169409e-06,-7.59404642802123e-05,-5.94617326392732e-06
-122.1,36.22,3.42431720396196e-06,-2.075492970345e-06,0.000106214412442294
-122.06,36.22,5.19455741133352e-06,2.47770641574264e-05,5.37329945887174e-06
-122.02,36.22,5.28411240231472e-06,2.19747459697431e-06,-8.59623402257811e-05
-121.98,36.22,3.85140673188503e-06,-1.16323843315523e-05,-6.73606325498496e-05
-121.94,36.22,2.72872952272087e-06,-7.09274743145259e-06,-8.21002912172777e-05
-121.9,36.22,1.36039133576625e-06,2.55749133184128e-06,-4.90153134832787e-05
-121.86,36.22,5.43469444378268e-07,1.36709023894539e-05,-1.01188798884375e-05
-121.82,36.22,3.74821446237643e-07,1.68665540265545e-05,-1.52013572333233e-06
-121.78,36.22,3.4948585084877e-07,1.61565310258383e-05,-1.26899125183025e-06
-121.74,36.22,3.283359966516e-07,1.55494486752551e-05,-6.75592191391136e-07
-121.7,36.22,3.17076126795081e-07,1.5380639217094e-05,-1.95173952708973e-07
-121.66,36.22,3.13823227583264e-07,1.53522047716704e-05,-3.28316694203008e-08
-121.62,36.22,3.13276033092926e-07,1.53463362822857e-05,-3.28316694203008e-08
-123.98,36.26,3.8465908811919e-07,2.6787757127078e-06,1.20550760059358e-05
-123.94,36.26,5.85577021551454e-07,-1.69948191173e-07,1.40805014249585e-05
-123.9,36.26,8.20252045300762e-07,-4.85595269297903e-06,-6.77141712897385e-07
-123.86,36.26,8.08966350085806e-07,-5.38451936370986e-06,2.61689774577814e-07
-123.82,36.26,8.1332784632877e-07,-1.88930131637001e-06,1.08779957664897e-05
-123.78,36.26,9.94627775770264e-07,-1.94805315531489e-06,1.43818775519881e-05
-123.74,36.26,1.23432573497007e-06,-8.22134204441851e-07,-7.76114167991255e-06
-123.7,36.26,1.10497337363819e-06,3.84719632262529e-07,-2.43128098926949e-05
-123.66,36.26,6.99759875426608e-07,-2.21719462065571e-06,1.36637403730001e-05
-123.62,36.26,9.27488881643277e-07,-1.22115943827512e-05,2.41032867336938e-05
-123.58,36.26,1.32921032720484e-06,-1.07510301179132e-05,-1.44462364726194e-05
-123.54,36.26,1.08843971932785e-06,6.55776615512671e-06,4.47215775796583e-06
-123.5,36.26,1.16297568196061e-06,1.60307198987522e-05,-8.57506411909396e-06
-123.46,36.26,1.02005794664238e-06,9.97735374506371e-06,-4.1754322239374e-06
-123.42,36.26,9.50467409576758e-07,4.71954021040892e-06,2.72759920844439e-05
-123.38,36.26,1.40506727765082e-06,7.16330871041819e-06,5.5735198871935e-05
-123.34,36.26,2.33398725884974e-06,1.19073157704615e-05,3.57034928955734e-05
-123.3,36.26,2.92904547377596e-06,4.42801666390412e-06,-1.39948966798407e-05
-123.26,36.26,2.69579719577862e-06,-1.38461026382428e-05,-4.47522315394989e-05
-123.22,36.26,1.9499266701203e-06,-2.7000805020174e-05,-4.26714681355818e-05
-123.18,36.26,1.23873553452727e-06,-1.63999399758691e-05,3.6494776269257e-06
-123.14,36.26,1.2995601616427e-06,-1.15086743309517e-05,-8.12908640826042e-07
-123.1,36.26,1.2860116842956e-06,-7.87143038897973e-06,-2.9247154909394e-06
-123.06,36.26,1.23726642611328e-06,-5.36069846014982e-06,2.78153990666538e-06
-123.02,36.26,1.2836254245577e-06,-4.23409241830525e-06,7.10938080068343e-06
-122.98,36.26,1.40211510456909e-06,-2.43713228540074e-06,1.19094112605256e-05
-122.94,36.26,1.60060529224452e-06,3.29500042190996e-06,-2.00584940287659e-06
-122.9,36.26,1.56717446886324e-06,1.15702236049541e-05,-8.35752603684144e-06
-122.86,36.26,1.42788236824922e-06,1.77591162497191e-05,6.57240689240197e-06
-122.82,36.26,1.53742248312258e-06,2.1093773838252e-05,2.45812969405907e-05
-122.78,36.26,1.94711076546576e-06,1.69527345023106e-05,1.87965659549549e-05
-122.74,36.26,2.26038686471501e-06,1.17490325758712e-05,1.15594469835563e-05
-122.7,36.26,2.45304431444095e-06,9.47134914060761e-07,2.80027760100032e-05
-122.66,36.26,2.919757247941e-06,-1.9766558954106e-05,-7.23631623819104e-06
-122.62,36.26,2.79915197730448e-06,-3.8243821470368e-05,-2.46096378395764e-05
-122.58,36.26,2.38899134664488e-06,-5.66584412328331e-05,-1.56575217630914e-05
-122.54,36.26,2.12803265059335e-06,-6.90373622221985e-05,-6.47559814568822e-06
-122.5,36.26,2.02010601483188e-06,-7.18036575263559e-05,8.25528930745135e-06
-122.46,36.26,2.15769416995607e-06,-6.84647044149468e-05,6.80059895791789e-06
-122.42,36.26,2.27103748592137e-06,-6.24191855187161e-05,1.9706114250054e-06
-122.38,36.26,2.30388100967146e-06,-5.66112549781044e-05,2.17534192006822e-06
-122.34,36.26,2.34013670833926e-06,-5.18163911226997e-05,-5.15510519900555e-06
-122.3,36.26,2.25421828835584e-06,-4.85460921424252e-05,-5.848720477869e-06
-122.26,36.26,2.15673961372469e-06,-4.69528981060568e-05,-8.50770617142088e-07
-122.22,36.26,2.14256010343899e-06,-4.15905437567665e-05,2.28537576538119e-06
-122.18,36.26,2.18064969952867e-06,-2.57022330857047e-05,4.62575924971238e-06
-122.14,36.26,2.25774568702388e-06,6.32400334221396e-06,6.791879804594e-05
-122.1,36.26,3.38972565445621e-06,3.16837650274021e-05,0.000133066969570065
-122.06,36.26,5.60750848062396e-06,1.88787045704132e-05,-1.72062901015804e-05
-122.02,36.26,5.32073697893096e-06,-3.2833829359201e-07,-9.97921991543077e-05
-121.98,36.26,3.6575336596925e-06,-1.23230733888379e-05,-6.28209956497499e-05
-121.94,36.26,2.61051706553e-06,-7.23679462669915e-06,-7.24500524539838e-05
-121.9,36.26,1.40301619129693e-06,-7.78678925714238e-07,-3.79019024256661e-05
-121.86,36.26,7.71317817535833e-07,3.4629024965661e-06,-6.92322825133693e-06
-121.82,36.26,6.55930680013551e-07,5.03807545713017e-06,-2.23015872404856e-06
-121.78,36.26,6.18761367946075e-07,5.666558029498e-06,-1.87607360241344e-06
-121.74,36.26,5.87493474572518e-07,6.04582872514278e-06,-8.44401649552198e-07
-121.7,36.26,5.73420113746648e-07,5.99062382128461e-06,-2.23608398132555e-07
-121.66,36.26,5.69693307111105e-07,5.85204701601078e-06,-3.87001588050329e-08
-121.62,36.26,5.69048304464354e-07,5.80558724696843e-06,-3.87001588050329e-08
-123.98,36.3,4.29305349997653e-07,1.79342363544541e-05,9.20635210205503e-06
-123.94,36.3,5.8274455169857e-07,1.43447623083252e-05,9.39449692315251e-06
-123.9,36.3,7.39319500417779e-07,1.3592656266037e-06,-1.20570838362822e-06
-123.86,36.3,7.19224360690642e-07,-4.65834185077381e-06,3.75690782191767e-06
-123.82,36.3,7.81839491055936e-07,1.28063508357464e-06,1.08192439275448e-05
-123.78,36.3,9.62160223181683e-07,2.71356973845067e-06,1.55077965028611e-05
-123.74,36.3,1.22062349822937e-06,3.41023983531306e-06,-6.55428784320817e-06
-123.7,36.3,1.11138536750923e-06,7.01051588687944e-06,-2.69147241456131e-05
-123.66,36.3,6.62806631749013e-07,1.13629947828392e-05,3.66934061090464e-06
-123.62,36.3,7.23962308597424e-07,-1.72045165388134e-06,2.55638509985318e-05
-123.58,36.3,1.15002649190629e-06,-1.01611942272778e-05,2.86255980042052e-06
-123.54,36.3,1.1977358219133e-06,2.90987693406588e-07,1.39451115015913e-05
-123.5,36.3,1.43015434693982e-06,5.92858134795097e-06,-1.46284302727824e-05
-123.46,36.3,1.18634717572678e-06,5.13860989817165e-06,-9.4332457585922e-06
-123.42,36.3,1.02912641308357e-06,7.30469378003211e-06,2.97197605844532e-05
-123.38,36.3,1.52445575615779e-06,1.24638476361956e-05,6.04792059319784e-05
-123.34,36.3,2.53244252169077e-06,1.30679983050899e-05,2.8224193789016e-05
-123.3,36.3,3.0028457515077e-06,2.33900629588935e-06,-3.22690159819876e-05
-123.26,36.3,2.46502881847457e-06,-1.62199712998176e-05,-5.790693392143e-05
-123.22,36.3,1.4999132531174e-06,-2.18917453379657e-05,-3.20706030912769e-05
-123.18,36.3,9.65403201596123e-07,-7.76707346758551e-06,8.54074327184309e-06
-123.14,36.3,1.10774892279351e-06,-6.27925231161057e-06,2.82433530114591e-06
-123.1,36.3,1.15482117781261e-06,-8.57550603625395e-06,-4.1398356210949e-07
-123.06,36.3,1.14792145177745e-06,-8.65774372310664e-06,3.90814594850995e-06
-123.02,36.3,1.21305721758595e-06,-9.35130000921455e-06,8.90634093358795e-06
-122.98,36.3,1.36149623314575e-06,-1.40749297683231e-05,1.76415439678363e-05
-122.94,36.3,1.65552196594302e-06,-1.3704459545395e-05,6.26937378016754e-06
-122.9,36.3,1.76001152894581e-06,-7.71883158621214e-06,-2.16863339207642e-06
-122.86,36.3,1.72386763907787e-06,-2.61229493712543e-06,9.90706448093489e-06
-122.82,36.3,1.88898538042678e-06,1.93503656678533e-06,2.04402576046493e-05
-122.78,36.3,2.22965634050427e-06,4.85124828787236e-06,1.35928640285155e-05
-122.74,36.3,2.45620407431286e-06,6.13125664278719e-06,7.5754932174586e-07
-122.7,36.3,2.46882989634196e-06,6.69236180382013e-07,7.28908214183644e-06
-122.66,36.3,2.5903145987059e-06,-1.42898260276587e-05,-2.57135787544531e-05
-122.62,36.3,2.16175495279835e-06,-2.29416504479721e-05,-4.30242576020415e-05
-122.58,36.3,1.44468399276433e-06,-2.530891863886e-05,-2.80364427524568e-05
-122.54,36.3,9.77409946890046e-07,-2.4674865875453e-05,-9.24189344984567e-06
-122.5,36.3,8.23378389392618e-07,-2.19739932831638e-05,1.15942424188605e-05
-122.46,36.3,1.01661576304029e-06,-1.80023980563559e-05,1.28461178541486e-05
-122.42,36.3,1.2307177272761e-06,-1.36147056538245e-05,7.77854196561702e-06
-122.38,36.3,1.36036009336972e-06,-8.43253367971273e-06,6.97020577547298e-06
-122.34,36.3,1.4765301896276e-06,-3.17495825864536e-06,-1.88480621873106e-06
-122.3,36.3,1.44511675264875e-06,2.02749543056511e-06,-4.2555264415006e-06
-122.26,36.3,1.37419131195708e-06,4.66020179475787e-06,4.51158373214823e-06
-122.22,36.3,1.44938437415955e-06,8.63579028621153e-06,1.8173686436443e-05
-122.18,36.3,1.75227914810026e-06,1.87791955012923e-05,3.66519956776311e-05
-122.14,36.3,2.36314574272745e-06,2.86644706352064e-05,9.32785597311282e-05
-122.1,36.3,3.91778840491292e-06,2.23531911030936e-05,0.000120261909113076
-122.06,36.3,5.92215355679752e-06,7.92118708948701e-06,-3.64133329655855e-05
-122.02,36.3,5.31526467403776e-06,1.5400306292745e-05,-0.000111786934249554
-121.98,36.3,3.45214910321186e-06,2.12149887250024e-05,-5.77347168876112e-05
-121.94,36.3,2.48990382175168e-06,2.55624095407501e-05,-6.59919367529989e-05
-121.9,36.3,1.3900382092017e-06,2.30121688142065e-05,-3.36603210033857e-05
-121.86,36.3,8.29032859145268e-07,1.46285665474404e-05,-5.34805529077287e-06
-121.82,36.3,7.39898604299054e-07,1.20217527738702e-05,-1.60167615168072e-06
-121.78,36.3,7.13204001771042e-07,1.33692443872414e-05,-1.49680290676866e-06
-121.74,36.3,6.88257286658231e-07,1.4412871325111e-05,-8.99606553410367e-07
-121.7,36.3,6.73263844101391e-07,1.46389284436365e-05,-3.62185203406388e-07
-121.66,36.3,6.67227424044618e-07,1.46368262098321e-05,-8.51599278473854e-08
-121.62,36.3,6.65808091913828e-07,1.46303586939732e-05,-8.51599278473854e-08
-123.98,36.34,7.28209289238554e-07,1.46236779077533e-05,5.61687805592618e-06
-123.94,36.34,8.21823923503991e-07,1.29481199379481e-05,-3.59099975856902e-06
-123.9,36.34,7.6197392752784e-07,5.75987857787698e-06,-7.22331586100574e-06
-123.86,36.34,6.41585329844411e-07,3.70488483800493e-06,9.69588475626613e-06
-123.82,36.34,8.03183409115514e-07,3.88215060297827e-06,1.22521785824208e-05
-123.78,36.34,1.00738638548919e-06,-1.5854356495544e-06,1.62044665997235e-05
-123.74,36.34,1.27746082881792e-06,-4.31829595705501e-06,-2.95401179164179e-06
-123.7,36.34,1.22822729895722e-06,-1.75336968472557e-06,-2.25622452496534e-05
-123.66,36.34,8.52189878129666e-07,8.10066440622189e-07,-9.41410582581588e-06
-123.62,36.34,6.95288114366068e-07,-2.1537905420502e-06,1.71231084251353e-05
-123.58,36.34,9.80673254784989e-07,-3.32535066855192e-06,1.3314741721105e-05
-123.54,36.34,1.20258561680341e-06,-7.3439068649454e-06,1.95827051561357e-05
-123.5,36.34,1.52896403607233e-06,-1.56348960030063e-05,-1.54184017225617e-05
-123.46,36.34,1.27199067402964e-06,-1.6556839584278e-05,-7.26716187673173e-06
-123.42,36.34,1.15087130941744e-06,2.57704629284131e-06,3.48789144406166e-05
-123.38,36.34,1.73218655009439e-06,2.28344028845154e-05,6.10833566008727e-05
-123.34,36.34,2.75024249344226e-06,2.58582383190534e-05,1.74952017798155e-05
-123.3,36.34,3.04182918977252e-06,1.49130130658912e-05,-5.08279935776946e-05
-123.26,36.34,2.19469596347761e-06,-2.578729459825e-06,-6.35787079595781e-05
-123.22,36.34,1.13505083081798e-06,-8.93075544600033e-06,-1.79459312208967e-05
-123.18,36.34,8.35951977136365e-07,-2.66002067306222e-06,1.0028564427818e-05
-123.14,36.34,1.0030947176e-06,-4.38193496548082e-06,5.28081576502528e-07
-123.1,36.34,1.01189607720837e-06,-7.9797610364421e-06,-4.96221248962177e-07
-123.06,36.34,1.003625723059e-06,-8.12569893135936e-06,3.21458966240204e-06
-123.02,36.34,1.05720221743237e-06,-6.95215903406813e-06,4.18271117447939e-06
-122.98,36.34,1.12691407034036e-06,-1.28021531869223e-05,1.80120141907644e-05
-122.94,36.34,1.4271143068531e-06,-1.75190709151606e-05,1.22550017393504e-05
-122.9,36.34,1.63136433584227e-06,-1.55329706890135e-05,2.93790325701029e-06
-122.86,36.34,1.68032939012578e-06,-1.05579962242625e-05,1.44543959848457e-05
-122.82,36.34,1.92123598987321e-06,-8.03346840902989e-06,2.33564693257363e-05
-122.78,36.34,2.31051047863548e-06,-2.88841013381885e-06,1.48728723834303e-05
-122.74,36.34,2.55839168502598e-06,2.32688183914043e-06,-4.70447114065932e-06
-122.7,36.34,2.47998383268166e-06,4.41241212983299e-07,-7.66998006620425e-06
-122.66,36.34,2.35215083157826e-06,-2.39869975514414e-06,-3.43654031747665e-05
-122.62,36.34,1.77939411199882e-06,-6.07350927352385e-07,-4.53915257929295e-05
-122.58,36.34,1.02286868211666e-06,5.93276547724392e-07,-2.74023899890498e-05
-122.54,36.34,5.66162182299162e-07,1.18639049226152e-06,-6.54102085755644e-06
-122.5,36.34,4.57145168006554e-07,6.99575267255952e-06,1.55658376456684e-05
-122.46,36.34,7.16575795434361e-07,1.31319715659799e-05,1.723381025668e-05
-122.42,36.34,1.00380596637903e-06,1.37651594666778e-05,1.29607139397288e-05
-122.38,36.34,1.21981786537451e-06,1.14275665527714e-05,1.22277811965403e-05
-122.34,36.34,1.42361421865018e-06,9.23840668469993e-06,3.31764747047941e-06
-122.3,36.34,1.47890834315817e-06,1.16076749679173e-05,-1.62282007730785e-06
-122.26,36.34,1.45186134186971e-06,2.06240267596629e-05,8.48717222360189e-06
-122.22,36.34,1.59331421226307e-06,4.48878291325151e-05,2.83170916515237e-05
-122.18,36.34,2.06526573978847e-06,8.5055564779748e-05,4.65372708115452e-05
-122.14,36.34,2.84088691998089e-06,0.000110651842674986,8.69672801990154e-05
-122.1,36.34,4.29034158996448e-06,9.66299513114123e-05,0.000105829905099469
-122.06,36.34,6.0541733416223e-06,6.40225508616545e-05,-2.89342137623275e-05
-122.02,36.34,5.57193644558351e-06,7.15712292144564e-05,-0.000105972251817296
-121.98,36.34,3.80573224862857e-06,8.77993342962044e-05,-5.33872960718635e-05
-121.94,36.34,2.91594398076418e-06,7.87192677491548e-05,-6.85421774795425e-05
-121.9,36.34,1.77357435610514e-06,6.49803971598692e-05,-4.20439232701518e-05
-121.86,36.34,1.07284230160261e-06,5.20198159282102e-05,-7.95486906434301e-06
-121.82,36.34,9.40261150530224e-07,4.9120642639415e-05,-2.54184538309524e-07
-121.78,36.34,9.36024741558399e-07,5.3239857219902e-05,-4.53175968899088e-07
-121.74,36.34,9.28471808743414e-07,5.61452118077709e-05,-6.73549434884925e-07
-121.7,36.34,9.17245984828665e-07,5.71316500732288e-05,-3.64287437210738e-07
-121.66,36.34,9.1117452754182e-07,5.74607337605441e-05,-9.16274437063283e-08
-121.62,36.34,9.09647403480048e-07,5.75467760143019e-05,-9.16274437063283e-08
-123.98,36.38,9.71937254367776e-07,1.0046234871765e-06,3.94132008612101e-06
-123.94,36.38,1.03762592246979e-06,2.68918202806451e-06,-1.07792411186402e-05
-123.9,36.38,8.5797190382579e-07,2.22118795047149e-06,-9.27830960087779e-06
-123.86,36.38,7.03333410477827e-07,1.04032789092228e-06,9.87315052123947e-06
-123.82,36.38,8.67885919165151e-07,-6.22134721741732e-06,6.78459232988814e-06
-123.78,36.38,9.8096245799662e-07,-1.33288687428453e-05,1.34716062922229e-05
-123.74,36.38,1.20548922953367e-06,-1.20506690686747e-05,-3.89085519312352e-07
-123.7,36.38,1.19900447087846e-06,-5.90837023092602e-06,-1.99988091243056e-05
-123.66,36.38,8.65690985473369e-07,-6.08571612730937e-06,-1.23779628084883e-05
-123.62,36.38,6.59391605331898e-07,-1.10721528489515e-06,1.59515482986336e-05
-123.58,36.38,9.25250743642457e-07,7.12233057816791e-06,9.29618552471147e-06
-123.54,36.38,1.08018716905432e-06,8.59248350839386e-06,1.12917160180748e-05
-123.5,36.38,1.26838243602223e-06,-2.20181991330511e-06,-1.63403453038335e-05
-123.46,36.38,9.96043347625004e-07,-5.26866552097285e-06,1.18667240003876e-05
-123.42,36.38,1.1938220809648e-06,5.14671451683788e-06,5.51362710322907e-05
-123.38,36.38,2.11275993150298e-06,1.67746197054868e-05,6.41071920354107e-05
-123.34,36.38,3.18121313209315e-06,2.24139469268937e-05,6.54997652665327e-06
-123.3,36.38,3.29037940753737e-06,1.91311137782989e-05,-6.83197361034108e-05
-123.26,36.38,2.15171713914719e-06,3.62113849176102e-05,-6.99307339457535e-05
-123.22,36.38,9.86204906717971e-07,4.65706671461612e-05,-1.16751964479586e-05
-123.18,36.38,7.91618299251994e-07,4.07444547061731e-05,8.30665013539942e-06
-123.14,36.38,9.30062468175318e-07,3.78164179216871e-05,-3.06974449445875e-06
-123.1,36.38,8.78900059934339e-07,3.2721472001106e-05,-6.42159143879433e-07
-123.06,36.38,8.68197407536348e-07,2.21126171299727e-05,4.38812955969327e-06
-123.02,36.38,9.41332900197903e-07,1.851455467759e-05,-1.66728297837483e-06
-122.98,36.38,9.13544850558322e-07,2.24687381981683e-05,1.32950964625262e-05
-122.94,36.38,1.13512979160043e-06,2.39034056157074e-05,1.42411019654974e-05
-122.9,36.38,1.37248149102538e-06,2.48285574690645e-05,7.91287772176128e-06
-122.86,36.38,1.50436278638807e-06,2.35695120426346e-05,1.69789238000783e-05
-122.82,36.38,1.78734484972271e-06,1.25850917037285e-05,2.85015276009473e-05
-122.78,36.38,2.2623703097385e-06,3.36019451945517e-06,2.00881643563896e-05
-122.74,36.38,2.59717304901166e-06,3.65532226435193e-06,-6.59011176681645e-06
-122.7,36.38,2.48733785289805e-06,-4.62497186455465e-07,-1.05099210343317e-05
-122.66,36.38,2.31217250232585e-06,1.02039398812045e-06,-3.25740543469747e-05
-122.62,36.38,1.76927159654294e-06,9.44941397225058e-06,-4.41908983178527e-05
-122.58,36.38,1.03275662457873e-06,1.48784496652058e-05,-2.68092760445126e-05
-122.54,36.38,5.85935357170187e-07,1.57860104370327e-05,-7.31658677258443e-07
-122.5,36.38,5.73741045882546e-07,1.99346464012133e-05,2.17020565390887e-05
-122.46,36.38,9.35441988200692e-07,1.93444823151884e-05,1.7866998157378e-05
-122.42,36.38,1.23322529082366e-06,1.13130999479428e-05,1.06231210258224e-05
-122.38,36.38,1.4102773079207e-06,2.90435867353156e-06,1.00386213284688e-05
-122.34,36.38,1.57758766339518e-06,7.26528498653739e-07,5.68691575369676e-06
-122.3,36.38,1.67236959262346e-06,1.74065017806255e-05,7.39353171443777e-06
-122.26,36.38,1.79559512119742e-06,6.51049890819839e-05,3.27509745964541e-05
-122.22,36.38,2.34144469780499e-06,0.00014761218530551,6.84848272987566e-05
-122.18,36.38,3.4828584861176e-06,0.000251810403766428,7.21335487067827e-05
-122.14,36.38,4.68508429789731e-06,0.000307296198125343,7.29453888354421e-05
-122.1,36.38,5.90084077848801e-06,0.00027069451985547,7.32225046497118e-05
-122.06,36.38,7.12121585598321e-06,0.000181551035862157,-2.13855354095257e-05
-122.02,36.38,6.76479026582445e-06,0.000132672437378574,-8.97441467355481e-05
-121.98,36.38,5.26905448689865e-06,0.00011802774530519,-6.24673626189131e-05
-121.94,36.38,4.22793177658343e-06,9.3122549241954e-05,-8.2281048068828e-05
-121.9,36.38,2.85658097543629e-06,8.7615427207985e-05,-5.50045045018109e-05
-121.86,36.38,1.93983923373944e-06,8.87476302943375e-05,-1.08540423531382e-05
-121.82,36.38,1.75893852785381e-06,9.01431898798601e-05,3.86503004217746e-06
-121.78,36.38,1.82335569522343e-06,9.61439749062262e-05,2.45217861896976e-06
-121.74,36.38,1.86422533887293e-06,0.000101155814652889,3.12888830572976e-07
-121.7,36.38,1.86944015271581e-06,0.000103776704282001,-3.52037498954375e-08
-121.66,36.38,1.86885342355089e-06,0.000104889194707031,-5.58518994852185e-09
-121.62,36.38,1.86876033705175e-06,0.000105175245531071,-5.58518994852185e-09
-123.98,36.42,9.88680979154051e-07,1.0602598209935e-05,5.62587862700902e-06
-123.94,36.42,1.08244562293753e-06,9.36637905806057e-06,-1.12472351962332e-05
-123.9,36.42,8.94991703000315e-07,5.96681790751572e-06,-1.0459169660427e-05
-123.86,36.42,7.20672208659865e-07,2.19354843625925e-06,2.61147541289987e-06
-123.82,36.42,7.64196798874863e-07,-4.28828343982508e-06,-3.22929195539826e-07
-123.78,36.42,7.58814645615866e-07,-6.55875570151933e-06,1.47498059663935e-05
-123.74,36.42,1.00464474505576e-06,-3.77141234994676e-06,5.75321331843632e-06
-123.7,36.42,1.10053163369636e-06,3.10931481198772e-06,-2.0176155020689e-05
-123.66,36.42,7.64262383351546e-07,2.11051123413134e-06,-7.39946196607405e-06
-123.62,36.42,6.40938017250312e-07,1.92394663028755e-06,2.41810941616966e-05
-123.58,36.42,1.04395625327859e-06,3.68111341283827e-06,1.07663384549374e-05
-123.54,36.42,1.22339522752755e-06,1.57022254377646e-05,4.97412596375812e-07
-123.5,36.42,1.23168543746714e-06,1.69458027434882e-05,-1.94071909115012e-05
-123.46,36.42,9.0823225560879e-07,1.32424180443412e-05,2.22821040381983e-05
-123.42,36.42,1.27960065624543e-06,9.75979858894277e-06,6.67641762209396e-05
-123.38,36.42,2.39233692659442e-06,2.85137088670917e-05,6.97465192568176e-05
-123.34,36.42,3.55477891420805e-06,7.60292063733673e-05,3.2671433780585e-06
-123.3,36.42,3.60923130384236e-06,8.90833035566549e-05,-5.12394649640995e-05
-123.26,36.42,2.75524022110736e-06,0.000104950027056691,-5.95714517172024e-05
-123.22,36.42,1.76238269248732e-06,0.000106349111521175,-1.75014088879467e-05
-123.18,36.42,1.47069254435488e-06,9.0432759657939e-05,5.37861335091339e-06
-123.14,36.42,1.56033610020344e-06,8.06825568209001e-05,-8.16469041503983e-06
-123.1,36.42,1.42425792661944e-06,7.58912563331404e-05,-1.12510140150127e-05
-123.06,36.42,1.23674102636923e-06,6.34128679850128e-05,7.90067107310618e-07
-123.02,36.42,1.24990881149107e-06,5.45279659149138e-05,2.28690054220341e-06
-122.98,36.42,1.28802382052779e-06,6.51374019756035e-05,1.47297638800653e-05
