"time_step","pixel_idx","AOD"
1,123,0.111748943003477
1,126,0.112827783028479
1,129,0.1165266631142
1,132,0.117104613127594
1,135,0.117104613127594
1,138,0.124887673307967
1,141,0.143998553750862
1,144,0.176363754500926
1,147,0.247913966159103
1,150,0.31564970772888
1,153,0.344739858403045
1,156,0.320812727848534
1,159,0.314763517708343
1,162,0.331100238086947
1,165,0.35780152870575
1,168,0.50937855221855
1,171,0.545095863046299
1,174,0.593065714158001
1,177,0.576073983764218
1,180,0.540549322940933
1,303,0.118221983153489
1,306,0.123385003273143
1,309,0.123731773281179
1,312,0.139760253652639
1,315,0.137178743592813
1,318,0.163302084198222
1,321,0.173435474433063
1,324,0.292634453862168
1,327,0.331369948093197
1,330,0.576459283773147
1,333,0.56335908346955
1,336,0.321968627875322
1,339,0.354642068632529
1,342,0.423533710229094
1,345,0.60066896766754
1,348,0.701257956665359
1,351,0.757396167966363
1,354,0.759412571346426
1,357,0.59291159415443
1,360,0.574455723726714
1,483,0.124078543289215
1,486,0.132054253474053
1,489,0.130744233443693
1,492,0.127353593365115
1,495,0.141301453688357
1,498,0.175284914475924
1,501,0.217629385457258
1,504,0.318783481134839
1,507,0.320658607844962
1,510,0.372712639051315
1,513,0.368397278951306
1,516,0.341439121659884
1,519,0.53053152270877
1,522,0.58385704394459
1,525,0.663087569114092
1,528,0.867476380517473
1,531,0.862159240394249
1,534,0.770329404932757
1,537,0.658142885666166
1,540,0.598190204276762
1,663,0.132824853491911
1,666,0.144396697093422
1,669,0.168465104317875
1,672,0.176980234515213
1,675,0.204143885144731
1,678,0.324999654612232
1,681,0.627049174945569
1,684,0.391361159483495
1,687,0.346473708443227
1,690,0.268026626625215
1,693,0.278044426857377
1,696,0.342980321695601
1,699,0.629245384996466
1,702,0.587555924030312
1,705,0.676290516086738
1,708,0.89317589111306
1,711,0.900072761272895
1,714,0.84615644669005
1,717,0.750961657817243
1,720,0.612600424610719
1,843,0.134597233532986
1,846,0.177982014538429
1,849,0.245293926098384
1,852,0.290104317136866
1,855,0.468498221271147
1,858,0.445611400740745
1,861,0.36581576889148
1,864,0.326168397972651
1,867,0.21581847541529
1,870,0.227878365694778
1,873,0.235815545878722
1,876,0.198723998352458
1,879,0.261014166462701
1,882,0.295344397258305
1,885,0.57624094710142
1,888,0.814728809295048
1,891,0.940876032218512
1,894,1.01476373059753
1,897,0.894524441144313
1,900,0.68827334636444
1,1023,0.146503003808903
1,1026,0.221906215556373
1,1029,0.283978046994889
1,1032,0.250379886216251
1,1035,0.321737447869964
1,1038,0.32890402803605
1,1041,0.204606245155446
1,1044,0.184724764694693
1,1047,0.188423644780414
1,1050,0.190003374817024
1,1053,0.233195505818003
1,1056,0.262632426500204
1,1059,0.256005266346619
1,1062,0.420489840158552
1,1065,0.688851296377834
1,1068,0.82158714945399
1,1071,1.29377231039689
1,1074,1.32621457114874
1,1077,1.28629749022366
1,1080,0.859577730334422
1,1203,0.170391604362521
1,1206,0.146348883805331
1,1209,0.146503003808903
1,1212,0.156135504032136
1,1215,0.16827245431341
1,1218,0.163713070874413
1,1221,0.145231513779436
1,1224,0.167026650951205
1,1227,0.192584884876851
1,1230,0.217744975459937
1,1233,0.226606875665311
1,1236,0.279855336899345
1,1239,0.604624714425881
1,1242,0.727111587264517
1,1245,0.896797711196996
1,1248,1.28937989029509
1,1251,1.3095310807621
1,1254,1.314963810888
1,1257,1.38778551257565
1,1260,1.18122617778863
1,1383,0.124425313297252
1,1386,0.130474523437442
1,1389,0.155827264024992
1,1392,0.129241563408868
1,1395,0.14896892386605
1,1398,0.141571163694607
1,1401,0.168465104317875
1,1404,0.172703404416097
1,1407,0.192816064882209
1,1410,0.225373915636737
1,1413,0.280356226910953
1,1416,0.671435735974228
1,1419,1.34840785166307
1,1422,1.51011826541071
1,1425,1.4213066133525
1,1428,1.29670059046475
1,1431,1.31766091095051
1,1434,1.43301973362395
1,1437,1.44111103381147
1,1440,1.08879270564648
1,1563,0.125542683323147
1,1566,0.140235456996985
1,1569,0.126120633336541
1,1572,0.127738893374044
1,1575,0.146580063810688
1,1578,0.129318623410654
1,1581,0.15671345404553
1,1584,0.161452644155361
1,1587,0.223563005594769
1,1590,0.336455908211065
1,1593,0.660416155718849
1,1596,1.23381962900748
1,1599,1.70989632004057
1,1602,1.65379663874046
1,1605,1.43429122365342
1,1608,1.22021853869228
1,1611,1.30267274060316
1,1614,1.42134514335339
1,1617,0.814150859281654
1,1620,0
1,1743,0.140646443673177
1,1746,0.131707483466016
1,1749,0.13964466364996
1,1752,0.134712823535665
1,1755,0.18719068475184
1,1758,0.14226470371068
1,1764,0.184647704692907
1,1767,0.38342397929955
1,1770,0.753889937885106
1,1773,0.882002190854109
1,1776,0.910283211509523
1,1779,1.36012097193452
1,1782,1.37707417232741
1,1785,0.855339430236199
1,1788,1.07153126524645
1,1791,1.27801354003168
1,1794,1.35280027176486
1,1797,0
1,1800,0
1,1923,0.1307057034428
1,1926,0.139721723651746
1,1929,0.144923273772292
1,1932,0.145231513779436
1,1935,0.141686753697286
1,1938,0.139798783653532
1,1941,0.175670214484853
1,1944,0.225335385635844
1,1947,0.604701774427667
1,1950,0.82513190953614
1,1953,0.746183937706519
1,1956,0.659363002361109
1,1959,0.871329380606767
1,1962,0.895680341171101
1,1965,0.87676211073267
1,1968,1.18962571798329
1,1971,1.22341652876639
1,1974,1.32629163115053
1,1977,0
1,1980,0
1,2103,0.140492323669605
1,2106,0.128316843387438
1,2109,0.13294044349459
1,2112,0.139259363641031
1,2115,0.121265853224031
1,2118,0.18757598476077
1,2121,0.208305125241168
